timestamp,vehicle_gps_latitude,vehicle_gps_longitude,fuel_consumption_rate,eta_variation_hours,traffic_congestion_level,warehouse_inventory_level,loading_unloading_time,handling_equipment_availability,order_fulfillment_status
2021-01-01 00:00:00,40.375568475194925,-77.0143177425258,5.136511864928786,4.998009219330594,5.927585801443973,985.7168615251978,4.951391966582936,0.4812936738722113,0.7611661675969472
2021-01-01 01:00:00,33.50781833905297,-117.03690240506452,5.101511530652884,0.9849294217472453,1.5919921912280364,396.70020577434684,1.0303792137537457,0.6207804109124498,0.19659403326469183
2021-01-01 02:00:00,30.020639789030906,-75.2692240366282,5.090802620415415,4.9726650991825645,8.787765349367671,832.4089348805364,4.220229420063548,0.8109334237910771,0.15274151923517068
2021-01-01 03:00:00,36.649222512758975,-70.19052930366378,8.219557503166254,3.0950635449096895,0.04525714813036494,0.5732832359688781,0.5301862070885363,0.008525054942317341,0.8118851172323126
2021-01-01 04:00:00,30.001279284395686,-70.01219476429307,5.000074881555603,3.2160767255365537,8.004850904938763,914.9250670456454,3.6208903554437075,0.020083428381437472,0.05365943167334401
2021-01-01 05:00:00,47.86454911456331,-119.99838573033182,5.5335627344497835,4.862386476537456,0.499404950861028,822.5906491301157,0.768521121133346,0.06207390970349976,0.39732334894789334
2021-01-01 06:00:00,33.846390383525396,-95.94011785615002,5.7798036469596,4.999979062700836,8.75050112309533,6.048353515948096,3.923828208462697,0.33323707547200354,0.0026890078834341823
2021-01-01 07:00:00,32.60188466055962,-102.31663498426758,5.474694572560367,0.37551116965252174,4.813078276582036,256.29320813497304,2.3529631452792477,0.021811956240489507,0.2408592660622896
2021-01-01 08:00:00,39.787194154012035,-90.89791849265049,5.6806073367087855,4.958875073870871,9.613160806316962,109.81686793719321,0.5922487405253184,0.04930392285342414,0.18304801480286073
2021-01-01 09:00:00,47.72849910534196,-113.4135606333511,5.0884254032689675,1.5087091030535835,9.897407371409678,0.03210992618266551,0.7812149448034531,0.0698725307046328,0.7448140692804917
2021-01-01 10:00:00,33.94773092430353,-89.51334721827644,6.601943048707986,-0.06397315020237859,8.45179936342319,146.12908721322987,2.548537907213272,0.3433903717198477,0.9896377359514041
2021-01-01 11:00:00,33.47381274417198,-70.00060314177372,5.015169129652222,4.999791611568401,0.25411774246925656,130.47099740533298,0.6944611013303305,0.0006028958181202899,0.8679354726330872
2021-01-01 12:00:00,31.024235808835897,-74.12216231508145,9.19099297535746,4.998450867180036,1.1143599965680187,513.7453015542901,4.712043937173088,0.5230231013659009,0.5973520049852875
2021-01-01 13:00:00,49.56525250007758,-83.84753498939389,5.378060081697071,1.8081997925996576,6.229264832333598,443.62148659646834,1.4270657678753516,0.005190606786175996,0.8384294628527598
2021-01-01 14:00:00,46.91671774035145,-78.80056146752312,7.665823359601544,4.639890517727094,9.195519372601982,24.651833923899236,2.7450875169893143,0.33601480651342425,0.7799540038028983
2021-01-01 15:00:00,30.023531007388602,-113.54466679773884,12.61792720287095,4.3034248049374115,8.89658905757381,370.5375507007955,2.5991650834775126,0.39582309629648227,0.1539940429830036
2021-01-01 16:00:00,44.2400189572146,-78.48705927334258,5.138370246170624,4.989708554126019,5.372658280153342,4.099027839532099,2.8719300121632614,0.47189408677096606,0.5352350273196608
2021-01-01 17:00:00,42.06526903478447,-100.54195462689796,6.001007237835071,4.994635728064113,1.4729319947513422,55.21195440651333,4.37111184062477,0.2864416292976402,0.8451341043072453
2021-01-01 18:00:00,30.330196530012802,-70.00096007936038,5.000000445312816,-0.3463688577069419,1.450323446835204,18.92257068701482,1.2830726462435007,0.22424139615227795,0.04555862687128388
2021-01-01 19:00:00,30.005137564373904,-94.51323203266286,19.467031728841377,4.563928241141742,9.405083671823277,232.6773549228194,3.773323903375647,0.6203083876944325,0.7797658822067474
2021-01-01 20:00:00,31.267427971610665,-71.48449219293995,5.627314288821602,-0.33038921346630024,6.78211277230487,56.52038271397721,4.322212053141072,0.009437218120426385,0.8696167678020859
2021-01-01 21:00:00,32.7778072935134,-81.74929828786279,5.036266418850501,-1.2795255453894958,0.1389525536060692,455.21780835199763,0.5010924679806653,0.040017822614771645,0.7391711993306082
2021-01-01 22:00:00,45.73032771275062,-70.41650420305137,5.001625917812418,4.909053828651491,6.524885920469382,343.04455448566654,4.658985164910078,0.01347655853197485,0.9451062129094032
2021-01-01 23:00:00,30.68060663370173,-70.6509224733309,5.965113593968266,0.9536099569626235,3.9296612184871247,117.8878168744116,1.6943310530985727,0.4332387029734389,0.9986938859625109
2021-01-02 00:00:00,30.05637646811951,-84.58532911698553,5.55573422292833,1.4587500053097786,6.0593359270009675,838.6855124429072,1.7672345249795571,0.9877849878556244,0.6420871202938273
